S5A,STA1W,WCA1ME,1-8C,S6,S39
0.46,0.92,0.2,0.01,0.09,1.31
0.01,0.03,0,0.01,0.02,0.01
0.7,0.38,0,0.16,0.31,0.07
0.01,0.01,0.61,1.04,0.03,0
0.03,0.47,0.02,0.01,0.44,0
0,0,0.01,0,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0.14,0.28,0.35,0.6,0.04,0
0.29,0.72,0.43,0.66,0.74,0.64
0.33,0.38,0.33,0.27,0.77,1.04
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.03,0.02,0.19,0.14,0.14,0.17
0.34,0.26,0.19,0.17,0.16,0.13
1.11,1.52,1.2,2.11,1.25,1.94
0.1,0.14,0.17,0.05,0.11,0.12
0,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.27,2.61,1.75,2,2.2,2.59
0.84,0.68,0.37,0.4,0.43,0.13
1.09,0.92,0.53,0.55,0.51,0.67
0.57,0.37,0.55,0.44,0.82,0.58
0,0,0,0.01,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.05,0.11,0.01,0.03
0,0.01,0.02,0.03,0.01,0.01
0.03,0.03,0.03,0,0,0.03
0,0,0,0.02,0.01,0.03
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.15,0.14,0.1,0.13,0.02,0.05
0.01,0.02,0.06,0.01,0.01,0.01
0,0,0,0,0.01,0
0.02,0.1,0,0,0,0
0.33,0.57,0.17,0.2,0.23,0.46
0,0,0.02,0.01,0,0.09
0.12,0.24,0.11,0.26,0.05,0.07
0.27,0.03,0.43,0.06,0.03,0.04
0,0.01,0.01,0,0.02,0
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.14,0,0.26,0.1,0,0.18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0.03,0.01,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0,0,0.01
0,0,0,0,0,0
0.17,0.14,0.06,0.08,3.65,0.25
0,0.06,0.06,0.02,0.38,0.67
0.02,0.08,0,0,0.02,0.02
0,0,0.02,0.16,0.02,0
0.16,0.04,0.03,0.13,0,0.16
0,0,0.16,0.01,0.02,0.05
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0.04,0,0.05
0,0.01,0.01,0.02,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0,0,0,0.01
0.08,0.07,0.3,0.11,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0.27,0.36,0.07,0.05,0,0
0,0,0,0,0,0
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0.06
0,0,0,0.01,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.02,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.06,0.01,0.03,0.02,0,0.01
0.01,0,0,0.01,0,0.03
0,0,0,0,0,0
0,0,0,0,0,0.03
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0.06,0.02
0,0.02,0.04,0.17,0.04,0.11
0,0,0.01,0.01,0,0.01
0.17,0.5,0.37,1.9,0.88,1.78
0.22,0.31,0.33,0.32,0.75,0.26
0,0,0,0,0,0.01
0,0,0.01,0.1,0.01,0.11
0.11,0.13,0.93,1.95,0.43,0.21
0.19,0.23,0.29,0.29,0.32,0.29
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.02,0
0.01,0,0,0,0,0
0.01,0.05,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0.01,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0.01,0
0.1,0.13,0.21,0.08,0.11,0.09
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.05,0.01,0
0.65,0.3,1.84,1,0.88,1.33
0.01,0.04,0,0.01,0.67,0.05
0.12,0.52,2.23,0.05,1,0.23
0.19,0.3,1.45,0.62,0.02,0.02
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0.31,0.04,0.06,0,0,0.24
0,0,0,0,0,0
0,0,0,0,0.01,0
0.09,0.07,0,0,0.01,0
0,0,0,0,0,0.08
0.17,0,0,0,0.02,0.01
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.06,0,0.37,0,0.73,0.53
0.01,0,0.01,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0.6,0.66,0.07,0,0.33,0.03
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.37,0,0.05,0.29
0.07,0.06,0.4,0,0.33,0.6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.34,0.08,0,0,0.03,0.04
1.98,2.08,2.26,0,1.47,2.93
0.26,0.92,0.18,0,0.22,0.31
0.36,0.24,0.36,0,0.39,0.42
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.02
0.22,0.2,0.63,0.67,0.06,0.85
0.69,0.73,0.82,0.52,0.94,2.36
0.08,0.15,0.31,0.1,0.19,0.55
0.7,1.74,2.17,0,0.21,0.04
0.18,0.15,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.64,0.26,0.31,0,0.56,0.53
0.3,0.36,0.07,0,0.21,0.4
1.13,1,0.7,0.33,0.81,0.42
0.86,1.71,0.72,0.57,2.03,0.72
0.01,0,0.02,0.03,0.02,0.01
0,0,0,0,0,0
0,0,0,0,0.1,0.06
0.03,0.03,0.04,0.1,1.08,0.29
0.65,0.33,2.12,0.69,1.84,0.23
0,0,0.01,0.03,0.01,0.01
0.87,1.07,0.72,0.44,0.6,0.41
0.01,0.02,0,0.01,0.18,0.38
0.21,0.67,0.7,0.16,0.09,0.38
0.01,0.02,0.23,0.08,0.02,0.38
0,0,0.01,0.37,0.02,0.5
0.23,0.45,0.63,0.97,1.25,1.03
0.01,0.09,0.18,0.08,0.01,0.01
0.2,0.16,0.65,0.5,0.34,0.68
0.01,0.01,0,0.03,0.01,0.01
0.01,0.14,0,0.01,0,0
0.02,0.21,0,0.5,0.01,0.03
1.66,2.66,3.16,2.92,0.72,1.74
0.17,0.08,0.31,0.53,0.48,0.05
0.02,0,0,0.11,0.01,0.98
0.1,0.46,0.09,0.17,0.24,0.12
0.22,0.21,0.42,0.58,0.48,0.81
0.03,0.01,0.12,0.05,0.08,0.09
0.01,0,0,0.02,0,0
0,0,0,0.01,0,0
0.47,0.07,0,0.3,0.02,0.01
0.3,0.13,0.22,0.11,0.16,0
0.01,0,0,0.06,0.01,0
0.19,0.23,0.54,1.15,0.63,0.51
0.39,1.01,0.38,0.31,0.84,0.7
0,0,0.01,0.03,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0.16,0.77,0.19,0.03,0.72,0.08
0.01,0,0.48,0.14,0.55,0.2
0.51,0,0.17,0.22,0.35,0
0,0,0,0.04,0,0
0,0,0,0.01,0.01,0
0,0,0,0.03,0,0
0.1,0.27,0.01,0.03,0.02,0.05
1.08,1.9,1.77,2.33,1.48,1.12
0.09,0.14,0.02,0.02,0,0
0.62,0.37,0.21,0.33,0.27,0.54
0.44,0.49,0.46,0.8,0.71,0.5
0.38,0.3,0.4,1.09,0.35,0.48
0,0,0.01,0.07,0.01,0
0,0,0.02,0,0,0.01
1.04,0.81,0.06,0.09,0.02,0
0.02,0.01,0,0.01,0.01,0
0,0,0,0.02,0,0
0,0,0,0.03,0,0
0,1.16,0,0,0.05,0.01
0,0,0,0,0.01,0
0,0.16,0,0.02,0,0
0.68,0,0.17,0.01,0.01,0.04
1.27,1.5,0.29,0.05,1.11,0
0.01,0.01,0,0,0.01,0.11
0,0,0,0,0,0.1
0,0.14,0,0.18,0,0
0,0.04,0,0.02,0,0
0.06,0.07,0.1,0.17,0.06,0.02
0.6,0.56,0.35,0.31,0.12,0.23
0.28,0.03,0.75,0.09,0.34,0.51
0,0.07,0.01,0.04,0.01,0.22
0.28,0.14,0.24,0.1,0.01,0.02
0.08,0.38,0.09,0.44,0.3,0.13
0.56,1.04,0.91,1.1,1.38,1.07
1.11,0.58,0.19,1.19,1.73,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0.04
0.98,1.53,1.23,1.38,0.38,0.87
0.17,0.16,0.06,0.14,0.17,0.02
1.15,0.23,0.69,0.16,0.83,0.02
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0.05,0
0,0,0,0,0,0
0.69,0.42,0,0,0.17,0.01
0.07,0.04,0,0,0,0.01
0.03,0.22,0,0.58,0.01,0.82
0.01,0,0,0.12,0.01,0.02
0.09,0.19,0.04,0.12,0,0.1
1.23,0.25,0.18,0.35,2.43,0.01
0.07,0.14,0,0.04,0.01,0
0.92,0.56,1.2,0.54,0.83,1.01
0.01,0,0.01,0.01,0.09,0
0,0,0,0,0,0
0,0,0,0.05,0,0
0,0,0.03,0.19,0.59,0.17
1.27,0.64,2.67,0.71,2,0.65
0.06,0.07,0.03,0.12,0.13,0.04
0.07,0.32,0,0.01,0.63,0.01
0.01,0,0.4,1.43,0.59,0.08
0.01,0.03,1.49,0.23,0.03,0.06
1.34,0.56,0,0.03,0,0
0,0,2.09,0.84,0.01,0.48
0.03,0,0.01,0,0,0.06
0.13,0.11,0,0,0.01,0
0.2,0.04,0.8,0.5,0.27,0.17
0.54,1.21,0.06,0,0.2,0.05
0.02,0.01,0.29,0.15,0.74,0.54
0,0,0.01,0.01,0,0
0.54,0.11,0.61,0.85,0.34,0.29
0.13,0.02,0.15,0.15,0.08,0.24
6.07,5.14,5.16,5.43,5.5,4.74
4.77,2.75,5.98,3.02,2.69,3.91
0.17,0.09,0.01,2.6,0.01,0.08
0.17,0.78,0,0.01,0.41,0
0.01,0,0,0,0.01,0
0.35,0.83,0,0.04,0,0
0,0,0,0,0,0.03
0,0,0,0,0,0
0.06,0,0.03,0,0.01,0
0,0.1,0.71,0.05,0.16,0.04
0.38,0.05,0.01,0.35,0.03,0.09
0.01,0.11,0.02,0.01,0.12,0.08
0,0,0,0.11,0,0.01
0,0.04,0,0,0,0
0,0,0,0,0,0
0.05,0.26,0.11,0.16,0.09,0.11
0.2,0.58,1.42,1.74,0.9,0.01
0.24,0.03,0.96,2,0.32,0.54
0.08,0.06,0.24,0.34,0.14,0.02
0.02,0.02,0.27,0.19,0.01,0
0.5,0.02,0.17,1.35,0,0.13
0.91,0.46,0.15,1.53,0.26,0
0.37,0.05,0.07,0.53,0.14,0
1.13,1.05,0.1,0.21,0.11,0.03
0.09,1.82,1.09,0.06,0.12,0.49
0.01,0.02,0,0.04,0.02,0.37
0.22,0.05,0.47,0.69,0.39,0.2
1.09,1.28,0.71,0.42,0.81,1.34
0.01,0,0,0.02,0.05,0.02
0,0,0,0.01,0.01,0
0.03,0.01,0.01,0.02,0,0
0,0,0,0,0,0
0,0.06,0,0.01,1.05,0
0,0.54,0,0,0.16,0
0.44,0.12,0,0,0.01,0
0.01,0.01,0,0,0,0
0.33,0.2,1.39,0.71,0.61,0.83
0.47,0.28,0.71,1.65,0.8,0.94
0.01,0,0,0,0,0.01
0,0,0,0,0,0
0.16,0.01,0.02,0.02,0.01,0
1.73,0.94,0.37,0.06,0.53,0.04
0.3,0.62,0.08,0.09,0.11,0.04
0.01,0.01,0.02,0.03,0.01,0
0,0.42,0.01,0,0.01,0
0.01,0.01,0,0.03,0.1,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0.03,0,0.06
0.04,0.19,0.07,0.04,0.19,0
0.01,0.01,0,0.03,0,0
0,0,0,0,0.01,0
2.08,2.54,2.6,2.7,2.98,0.64
0.03,0,0.46,0.14,0.01,0.06
0.12,0.1,0,0.01,0.08,0.01
0,0,0,0,0.02,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.01,0,0.1,0.01,0.04
0.07,0.18,0.34,0.42,0.21,0.28
0.41,0.47,0.28,0.4,0.44,0.57
0.31,0.63,0.89,1.25,0.34,0.6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.03,0.14
0,0,0,0,0.07,0.54
0,0.01,0,0,0,0
0.25,0.12,0,0,0,0
0.01,0.01,0.65,0.01,0.03,0
0,0,0,0.01,0,0.36
0,0,0.05,0.27,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0.01,0
0,0,0,0,0,0
0.11,0.02,0,0,0,0
0.01,0,0,0,0,0
0.07,0.06,0.02,0.23,0.04,0
0,0.01,0,0,0,0
0,0,0.04,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0.01,0.02,0.06,0.05
0,0.01,0,0.02,0.01,0.05
0.01,0,0,0,0.01,0
0.01,0,0,0,0,0
0,0,0,0.01,0,0
0.94,0.28,0.08,0.71,0.08,0.09
0,0,0,0.01,0.01,0.01
0.14,0.16,0,0,0,0
0.04,0.01,0.06,0.04,0.02,0.02
0.01,0.01,0.11,0.07,0.1,0.01
0,0,0,0.01,0,0
0.01,0,0.01,0,0.01,0
0,0.01,0.23,0.01,0.01,0.01
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.09,0.09,0.01,0,0.01,0.14
0,0,0,0,0.01,0
0,0,0,0,0,0.01
0.01,0,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.01,0.01,0,0.13
0.01,0.01,0.02,0.04,0.02,0.02
0.12,0.02,0.05,0.11,0,0.02
0.13,0.04,0.03,0.3,0.01,0.08
0.14,0.01,0,0,0.01,0.01
0.01,0,0,0.01,0,0
0.14,0.02,0,0,0,0
0.01,0,0.01,0.01,0.04,0.01
0,0,0,0,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0.01,0,0.01,0.01
0,0,0,0.01,0,0
0,0,0,0,0,0
0.01,0.02,0.04,0.2,0.05,0.11
0.01,0.01,0.01,0.01,0,0.08
0,0,0,0.01,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.02,0.02,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.07,0,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0.01,0.03
0.01,0,0,0,0.01,0.01
0,0,0,0.01,0,0.01
0.01,0,0,0,0.01,0
1.67,2.18,2.11,2.75,1.81,1.12
0.11,0.11,0.16,0.29,0.13,0.29
0.01,0,0.02,0.01,0.02,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.04,0,0,0,0.23
0,0.01,0.05,0.01,0.01,0.01
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0.32,0.27,0.12,0
0,0,0.01,0,0.01,0.01
0.65,0.28,0,0,0.01,0.13
0.01,0.01,0.01,0.01,0.01,0.01
0.18,0.23,1.06,0.74,0.83,0.62
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.02
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.81,1.09,1.43,0.38,1.67,0.36
0,0.01,0,0,0,0.01
0.02,0.01,0,0.01,0.02,0.01
0,0.01,0,0,0,0
0,0,0,0.01,0.08,0
0.01,0.01,0.02,0.02,0.07,0.07
0.59,0.49,0.16,0.12,0.13,0.06
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0.02
0,0,0,0,0,0.01
0,0,0,0,0,0
0.62,0.56,0.3,0.45,0.33,0.79
0.19,0.22,0.26,0.38,0.35,0.45
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0.02,0,0
0,0,0.01,0,0,0.01
0,0,0,0,0,0.01
0.36,0.13,0.95,0.01,0.05,0.36
0.12,0.01,0.97,0.21,1.36,0.69
0,0,0,0,0.01,0
1.8,2.59,2.43,2.03,1.8,0.67
0,0.23,0,0.01,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0.07
0,0.04,0.62,0.62,0.02,0.19
0.2,0.57,0.01,0.01,0.01,0.02
0,0.03,0,0.04,0.07,3.35
0,0,0,0,0.01,0.01
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0.02,0
0.09,0.05,1.02,0.35,0.01,0.15
1.08,0.97,0.7,0.34,0.75,0.34
0.58,0.59,1.04,2.93,0.67,1.25
0.4,0.1,0.53,0.38,1,1.16
0.01,0.01,0.01,0,0.01,0.01
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.02,0.25,0
0.03,0.23,0.06,0.01,0.52,0
0.04,0.1,0.06,0.87,0.05,0.07
0.51,0.68,1.36,0.72,0.24,0.13
0.01,0,0.01,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.05,0.08,0,0.36,0.1,0
0,0,0,0,0,0
0.73,0.06,0,0.78,0,0.99
0.02,0.09,0,0.27,0.01,0.49
0.28,0.02,1.42,1.43,0.37,2.22
0,0.01,0,0.02,0.01,0
0.01,0,0,0,0,0.35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.13,0.11,0,0.58
0.09,0.26,0.28,0.06,0.48,0.48
1.35,1.53,2.42,2.27,1.2,3.13
0.45,0.17,0.05,0.1,0.32,0.71
0.42,0.26,0.31,0.16,1.16,0.39
0.49,0.16,0.37,0.61,0.99,2.43
1.9,0.04,0.06,0.01,0.4,0
0.26,0.19,0,0.78,0.03,0.01
0.03,0.01,0.03,0.04,0.02,0.27
0.11,0.15,0.04,0.02,0.34,0.02
2.46,1.75,2.34,1.35,2.67,1.14
0.95,1.11,2.54,0.59,2.29,5.48
1.34,1.51,1.05,0.72,0.48,1.29
0,0.01,0,0,0.01,0
0,0.03,0.01,0,0,0
0,0,0.26,0.88,0.14,0.13
0.66,0.57,0.01,0.93,0.01,1
0.06,0,0,0.01,0.09,0.01
0.38,0.32,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.14,0,0,0.39,0.1
0.12,0.39,0,0,0.41,0.35
0,0,0.2,0,0.01,0.16
0,0.01,0,0.07,0,0
0,0,0,0.04,0,0.06
0,0,0,0.07,0,0.38
0.01,0.13,0,0.02,0,0.47
0,0.02,0,0.1,0,0
0.65,0.21,0.85,0.17,0,0.02
1,1.04,1.81,1.17,0.06,0.38
0.05,0.23,0.05,0.81,1.12,1.74
0.6,0.9,1.79,0.56,1.13,0.25
0.26,0.21,0.46,0,0.92,0.69
1.12,0.53,0,0.01,0.23,0.08
0.07,0.07,0.09,0.15,0.22,0.26
0.01,0.05,0.09,0.04,0.11,0.13
1.52,0.99,1.13,1.94,0.47,0.25
0,0,0,0.04,0.03,0
0,0,0,0,0.01,0.01
0,0,0,0,0,0
0.66,0.12,0.26,0.48,0.14,0.06
0.03,0.39,0.37,0.07,0.25,0.04
0.46,1.69,0.37,0,1.6,0
0.14,1.85,0.05,0.11,0.37,0.01
1.23,2.09,0.53,0.68,1.96,1.26
4.76,4.05,0.67,0.31,5.95,1.23
0.14,1.05,0.03,0.05,0.12,0.02
1.3,0.18,0.26,0.61,0.01,0.05
0.19,0.7,0.27,0.35,0.3,0.83
0.17,0.13,0.44,0.82,0.11,1.35
0,0,0,0.01,0.01,0.01
0.02,0,0.44,0.26,0,0.27
0,0.01,0.16,2.11,0,0.98
0,0,0,0,0,0.01
0.01,0,0,0.01,0,0
0.01,0,0,0,0,0.37
0,0,0,0,0,0
0,0.31,0,0.34,0,0
0.02,0.35,2.25,1,3.71,1.16
0.01,0,0.4,0.87,0.03,0.2
0.28,0.27,0,0.01,0.01,0
0,0,0.13,0.29,1.49,1.9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.07,0.01
0.04,0.06,0.38,0.25,0.36,0.16
0.92,0.55,0,0.01,0.03,0.01
0.03,0.05,0.1,0.13,0.22,0.08
0.31,0,0.91,0.01,0.05,0.1
0.58,0.04,0.15,0,0.25,0.15
0.02,0.02,0,0.02,0.01,0.09
0,0.02,0.06,0.08,0.02,0.02
0,0,0,0,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.29,0.52,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0.07,0.16,0.06
0,0,0.01,0.01,0.02,0
0,0,0,0.03,0,0.01
0.18,0.16,0.01,0.07,0.11,0.48
0.01,0,0.02,0.06,0.56,0.05
0.06,0.1,0,0,0,0.04
0.56,0.2,0.41,0.33,0.47,0.23
0,0.01,0.23,0.39,0.3,0.28
0.9,1.81,0.7,1.22,0.04,0.05
0.12,0.09,0.03,0.03,0.02,0.01
0.8,2.85,0.34,0.15,0.34,0.17
0.01,0.01,0,0,0,0
0.01,0,0,0,0,0
0,0,0.03,0.07,0.01,0.14
0,0.01,0.01,0.01,0.01,0.03
0.04,0.06,0.35,1.11,0.03,0.05
1.54,0.3,0.01,0.01,0.34,0.01
0,0,0,0,0.01,0.23
0,0,0,0,0,0.01
0.01,0,0,0.21,0,0
2.64,1.28,0.26,0.22,0.3,2.03
0.17,1,0.14,0.34,0,0.15
0.15,0.22,0,0.08,0,0.17
0.09,0,0,0.01,0.02,0.22
0.08,0.16,0.43,1.32,0.01,0.22
0,0,0,0.01,0,0.01
0.01,0,0,0,0,0
0,0,0,0,0,0
0.58,0.05,0.49,0.17,0.26,0.9
1.08,0.32,0.31,0.47,0.18,0.31
0.38,0.52,0.03,0.39,0.01,0.5
0.15,0.4,0.21,0.77,0.12,0.16
0,0,0.14,0.49,0.31,0.23
0,0,0.01,0.01,0.01,0.01
0,0,0,0,0,0.03
0,0.01,0,0,0,0
0.07,0.34,0.63,0.53,0.03,0.96
1.42,0.48,1,0.19,0.47,0.24
0.01,0,0.14,0.02,0.04,0
0.34,0.46,0.27,0.12,0.36,0.2
0,0,0.01,0.18,0.02,0.01
0,0.07,0.55,0.29,0.6,0.02
0,0,0.01,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.15,0,0,0.01,0,0.01
0.94,0.96,1.01,0.88,0.49,0.72
0.01,0,0.01,0.03,0.01,0.01
0,0.07,0.04,0,0.03,0.02
0,0.01,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.04,0,0,0.17,0
0.03,0,0.18,0.13,0.01,0
0.01,0,0.09,0.02,0.03,0
0,0,0.01,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.04,0,0.01,0,0
0,0.01,0,0.02,0,0
0,0,0.03,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.04,0,0.01
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0.03,0,0
0.49,0.42,0.46,0.37,0.29,0.27
0.04,0.05,0.16,0.18,0.15,1.03
0,0,0,0.03,0.01,0.02
0,0,0,0.02,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.21,0.2,0.06,0.08,0.09,0.02
0,0,0,0.05,0,0
0.04,0,0,0.02,0,0
0,0,0,0.03,0,0
0.25,0,0,0.01,0.65,0.12
1.59,0.74,0.01,0.61,0.25,0.34
0.01,0,0.01,0,0,0
0,0,0,0,0,0
0.03,0.02,0,0.04,0.05,0
0,0,0,0.02,0,0.05
0.16,0.15,0.09,0.17,0.29,0.07
0.41,0.64,0.66,0.63,0.58,0.89
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.02,0.18,0.04,0.12,0.11
0.04,0,1.85,0.48,0.13,0.33
0,0,0,0.01,0,0.01
0,0.01,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0,0
0,0.01,0.02,0.06,0.01,0.01
0,0,0,0,0.01,0.04
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0.01,0.01,0
0,0.01,0.01,0,0,0
0,0,0,0,0,0
0.01,0.06,0.02,0.01,0,0
